Price,Levy,Manufacturer,Category,Leather interior,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Airbags,Turbo,Age,Category_encoded,GearBox_encoded,Manufacturer_encoded,Drive_4x4,Drive_Front,Drive_Rear
10349,916.0,KIA,Sedan,1,3.0,61336,6.0,Automatic,Front,4,0,12,3,3,3,False,True,False
14113,562.0,FIAT,Sedan,1,1.4,137600,4.0,Manual,Front,8,0,13,3,1,2,False,True,False
24462,474.0,CHEVROLET,Hatchback,0,1.4,106000,4.0,Automatic,Front,10,0,12,2,3,3,False,True,False
26186,730.0,HYUNDAI,Jeep,0,1.6,52294,4.0,Automatic,4x4,10,1,9,7,3,4,True,False,False
13015,640.0,FORD,Sedan,0,2.0,91779,4.0,Automatic,Front,0,0,12,3,3,3,False,True,False
41161,891.0,HYUNDAI,Sedan,1,2.0,77462,4.0,Automatic,Front,4,0,9,3,3,4,False,True,False
25716,730.0,MINI,Jeep,1,1.6,123000,4.0,Tiptronic,4x4,6,0,12,7,4,3,True,False,False
8467,308.0,TOYOTA,Hatchback,1,1.5,138513,4.0,Automatic,Front,4,0,10,2,3,3,False,True,False
23207,642.0,HYUNDAI,Jeep,1,2.0,122603,4.0,Automatic,Front,4,0,13,7,3,4,False,True,False
6272,760.0,CHEVROLET,Sedan,1,1.8,74806,4.0,Automatic,Front,4,0,15,3,3,3,False,True,False
19757,583.0,NISSAN,Jeep,0,1.6,55000,4.0,Tiptronic,4x4,8,1,14,7,4,2,True,False,False
17562,915.0,MASERATI,Sedan,1,3.0,43710,6.0,Automatic,Rear,12,0,11,3,3,5,False,False,True
14800,530.0,NISSAN,Jeep,0,1.6,220861,4.0,Tiptronic,4x4,12,0,12,7,4,2,True,False,False
2195,645.0,HYUNDAI,Sedan,1,1.8,308501,4.0,Automatic,Front,12,0,14,3,3,4,False,True,False
11133,765.0,MERCEDES-BENZ,Jeep,1,2.0,99542,4.0,Automatic,4x4,0,0,10,7,3,3,True,False,False
19121,531.0,HYUNDAI,Sedan,1,1.6,121362,4.0,Automatic,Front,4,0,13,3,3,4,False,True,False
18817,639.0,FORD,Sedan,1,2.0,151846,4.0,Automatic,Front,0,0,11,3,3,3,False,True,False
14062,966.0,HYUNDAI,Coupe,1,2.0,119021,4.0,Automatic,Front,4,0,16,4,3,4,False,True,False
13172,645.0,HYUNDAI,Sedan,0,1.8,150000,4.0,Tiptronic,Front,6,0,14,3,4,4,False,True,False
47694,765.0,HYUNDAI,Sedan,1,2.0,51115,4.0,Automatic,Front,4,0,10,3,3,4,False,True,False
13172,765.0,FORD,Hatchback,0,2.0,217600,4.0,Automatic,Front,8,0,10,2,3,3,False,True,False
10349,928.0,OPEL,Hatchback,0,1.4,180000,4.0,Manual,Front,8,0,18,2,1,1,False,True,False
20385,650.0,CHEVROLET,Sedan,0,1.4,13120,4.0,Tiptronic,Front,12,1,9,3,4,3,False,True,False
16935,919.0,BMW,Jeep,1,3.0,260000,6.0,Tiptronic,4x4,10,0,19,7,4,3,True,False,False
8154,645.0,MERCEDES-BENZ,Coupe,1,1.8,160000,4.0,Automatic,Rear,6,0,22,4,3,3,False,False,True
15210,586.0,TOYOTA,Hatchback,1,1.8,72288,4.0,Automatic,Front,7,0,13,2,3,3,False,True,False
43592,552.0,CHEVROLET,Hatchback,1,1.5,84000,4.0,Automatic,Front,12,0,9,2,3,3,False,True,False
6586,746.0,TOYOTA,Hatchback,1,1.5,173213,4.0,Automatic,Front,12,0,16,2,3,3,False,True,False
22894,1273.0,MERCEDES-BENZ,Jeep,1,3.5,79080,6.0,Automatic,4x4,12,0,10,7,3,3,True,False,False
22947,707.0,SSANGYONG,Jeep,1,2.0,114570,4.0,Automatic,Front,4,0,14,7,3,5,False,True,False
9408,645.0,FORD,Goods wagon,0,1.8,219123,4.0,Manual,Front,8,1,14,1,1,3,False,True,False
23207,1324.0,HYUNDAI,Sedan,1,3.3,194404,4.0,Automatic,Front,4,0,15,3,3,4,False,True,False
13297,707.0,HYUNDAI,Sedan,1,2.0,149000,4.0,Automatic,Front,4,0,14,3,3,4,False,True,False
12544,645.0,HYUNDAI,Sedan,0,1.8,152000,4.0,Automatic,Front,8,0,14,3,3,4,False,True,False
21953,781.0,TOYOTA,Sedan,0,2.5,102088,4.0,Automatic,Front,0,0,13,3,3,3,False,True,False
7840,691.0,SUZUKI,Hatchback,0,1.3,190000,4.0,Manual,Front,4,0,20,2,1,2,False,True,False
42218,1091.0,HYUNDAI,Minivan,1,2.5,48800,4.0,Automatic,Front,4,0,9,9,3,4,False,True,False
17000,1195.0,MERCEDES-BENZ,Minivan,0,2.2,198700,4.0,Manual,Rear,6,1,17,9,1,3,False,False,True
7213,1077.0,SUBARU,Sedan,1,2.0,6384,4.0,Automatic,4x4,12,0,6,3,3,2,True,False,False
17876,1077.0,TOYOTA,Jeep,1,2.0,29541,4.0,Automatic,Front,12,0,6,7,3,3,False,True,False
28830,707.0,HYUNDAI,Jeep,1,2.0,144166,4.0,Automatic,Front,4,0,14,7,3,4,False,True,False
32929,779.0,TOYOTA,Sedan,0,2.5,140000,4.0,Automatic,Front,12,0,9,3,3,3,False,True,False
10349,1267.0,TOYOTA,Hatchback,0,1.5,129000,4.0,Variator,Front,4,0,12,2,2,3,False,True,False
23521,1083.0,CHEVROLET,Coupe,0,3.6,155253,6.0,Manual,Rear,12,0,12,4,1,3,False,False,True
10976,473.0,CHEVROLET,Sedan,0,1.4,147200,4.0,Manual,Front,8,1,11,3,1,3,False,True,False
23834,1324.0,LEXUS,Jeep,1,3.3,14000,6.0,Automatic,4x4,10,0,18,7,3,3,True,False,False
30420,924.0,TOYOTA,Sedan,1,1.8,12865,4.0,Tiptronic,Front,12,0,8,3,4,3,False,True,False
41055,891.0,HYUNDAI,Jeep,1,2.0,123178,4.0,Automatic,Front,4,0,9,7,3,4,False,True,False
11604,843.0,TOYOTA,Hatchback,1,1.5,198000,4.0,Variator,Front,6,0,17,2,2,3,False,True,False
2666,382.0,FORD,Sedan,1,2.0,100747,4.0,Automatic,Front,0,0,10,3,3,3,False,True,False
15994,586.0,MERCEDES-BENZ,Sedan,1,1.8,187323,4.0,Automatic,Rear,6,0,20,3,3,3,False,False,True
8154,629.0,OPEL,Sedan,0,1.6,200000,4.0,Manual,Front,4,0,26,3,1,1,False,True,False
23521,1024.0,TOYOTA,Jeep,1,2.5,109534,4.0,Tiptronic,4x4,10,0,15,7,4,3,True,False,False
4800,1018.0,CADILLAC,Sedan,1,3.0,180000,6.0,Manual,Rear,12,0,25,3,1,2,False,False,True
7840,843.0,TOYOTA,Hatchback,1,1.5,204000,4.0,Automatic,Front,8,0,17,2,3,3,False,True,False
5018,779.0,TOYOTA,Sedan,1,2.5,190549,4.0,Automatic,Front,12,0,12,3,3,3,False,True,False
14269,707.0,KIA,Sedan,1,2.0,41283,4.0,Automatic,Front,4,0,14,3,3,3,False,True,False
16935,1203.0,AUDI,Jeep,1,3.6,220000,6.0,Tiptronic,4x4,8,0,17,7,4,3,True,False,False
6899,841.5,OPEL,Goods wagon,0,1.6,202966,4.0,Manual,Front,4,0,26,1,1,1,False,True,False
5378,494.0,NISSAN,Hatchback,1,1.2,75920,4.0,Automatic,Front,4,0,10,2,3,2,False,True,False
41538,749.0,HONDA,Coupe,1,2.4,58000,4.0,Automatic,Front,4,0,11,4,3,2,False,True,False
25716,1079.0,PORSCHE,Jeep,1,2.0,1166,4.0,Automatic,Rear,12,0,7,7,3,4,False,False,True
20385,1211.0,MERCEDES-BENZ,Sedan,0,3.0,146000,6.0,Tiptronic,4x4,0,0,15,3,4,3,True,False,False
8467,1324.0,NISSAN,Jeep,0,3.3,1600,6.0,Automatic,4x4,16,0,26,7,3,2,True,False,False
23521,585.0,TOYOTA,Hatchback,1,1.8,161600,4.0,Automatic,Front,16,0,12,2,3,3,False,True,False
44843,1091.0,HYUNDAI,Universal,1,2.5,133687,4.0,Automatic,Front,4,0,9,6,3,4,False,True,False
43815,640.0,HYUNDAI,Jeep,1,2.0,156000,4.0,Automatic,Front,4,0,12,7,3,4,False,True,False
25396,595.0,TOYOTA,Hatchback,1,1.5,52959,4.0,Automatic,Front,4,0,10,2,3,3,False,True,False
3293,1202.0,HYUNDAI,Sedan,1,2.4,97614,4.0,Automatic,Front,12,0,8,3,3,4,False,True,False
44545,877.0,HYUNDAI,Jeep,1,1.7,130039,4.0,Automatic,Front,4,0,8,7,3,4,False,True,False
28225,1172.0,MERCEDES-BENZ,Sedan,1,3.5,92500,6.0,Automatic,Rear,12,0,14,3,3,3,False,False,True
24123,836.0,HYUNDAI,Jeep,1,2.0,164578,4.0,Automatic,Front,4,0,15,7,3,4,False,True,False
30596,924.0,SSANGYONG,Jeep,1,2.7,131391,4.0,Automatic,Front,4,0,14,7,3,5,False,True,False
17562,586.0,TOYOTA,Hatchback,1,1.8,111111,4.0,Variator,Front,4,0,15,2,2,3,False,True,False
48610,765.0,BMW,Sedan,1,2.0,80000,6.0,Tiptronic,Rear,0,1,11,3,4,3,False,False,True
24148,530.0,FORD,Jeep,1,1.6,97396,4.0,Tiptronic,4x4,12,1,12,7,4,3,True,False,False
17876,584.0,TOYOTA,Sedan,1,1.8,66239,4.0,Automatic,Front,8,0,11,3,3,3,False,True,False
13799,1275.0,HYUNDAI,Sedan,1,2.4,22832,4.0,Automatic,4x4,12,0,6,3,3,4,True,False,False
44000,1018.0,MERCEDES-BENZ,Sedan,1,3.0,223000,6.0,Tiptronic,4x4,12,1,16,3,4,3,True,False,False
20068,843.0,CHEVROLET,Jeep,1,2.2,63116,4.0,Automatic,Front,4,0,10,7,3,3,False,True,False
21953,562.0,VOLKSWAGEN,Sedan,1,1.4,132399,4.0,Tiptronic,Front,8,1,12,3,4,2,False,True,False
21639,1058.0,MERCEDES-BENZ,Sedan,1,3.5,149000,6.0,Automatic,4x4,6,0,13,3,3,3,True,False,False
8781,552.0,MITSUBISHI,Hatchback,0,1.5,104000,4.0,Tiptronic,Front,5,1,20,2,4,2,False,True,False
32615,1077.0,MERCEDES-BENZ,Sedan,1,2.0,15235,4.0,Automatic,Rear,12,0,6,3,3,3,False,False,True
15681,1077.0,TOYOTA,Jeep,1,2.0,18950,4.0,Automatic,Front,12,0,6,7,3,3,False,True,False
4704,552.0,HONDA,Hatchback,0,1.5,185000,4.0,Variator,Front,2,0,25,2,2,2,False,True,False
6586,765.0,OPEL,Sedan,0,2.0,262140,4.0,Automatic,Front,2,1,25,3,3,1,False,True,False
2038,765.0,KIA,Sedan,1,2.0,125621,4.0,Automatic,Front,12,0,10,3,3,3,False,True,False
22580,934.0,FORD,Jeep,0,2.5,150000,4.0,Variator,4x4,12,0,15,7,2,3,True,False,False
5700,629.0,MERCEDES-BENZ,Sedan,0,1.6,0,4.0,Automatic,Front,4,0,24,3,3,3,False,True,False
18817,609.0,TOYOTA,Sedan,1,2.5,35058,4.0,Automatic,Front,12,0,7,3,3,3,False,True,False
9408,764.0,MITSUBISHI,Jeep,0,2.0,250000,4.0,Automatic,4x4,2,0,21,7,3,2,True,False,False
23207,1234.0,HUMMER,Jeep,1,3.7,90000,8.0,Manual,4x4,12,0,17,7,1,4,True,False,False
17559,1017.0,HYUNDAI,Sedan,1,2.0,66000,4.0,Automatic,Front,12,0,8,3,3,4,False,True,False
2666,1018.0,MERCEDES-BENZ,Jeep,1,3.0,0,6.0,Automatic,4x4,12,0,14,7,3,3,True,False,False
19914,1017.0,HYUNDAI,Sedan,1,2.0,238025,4.0,Automatic,Front,4,0,8,3,3,4,False,True,False
20385,640.0,FORD,Jeep,1,2.0,111000,4.0,Automatic,Front,10,1,12,7,3,3,False,True,False
5018,1399.0,LEXUS,Jeep,1,3.5,167222,6.0,Automatic,4x4,12,0,15,7,3,3,True,False,False
10976,764.0,TOYOTA,Jeep,1,2.0,200000,4.0,Automatic,4x4,4,0,23,7,3,3,True,False,False
35567,751.0,HONDA,Coupe,1,2.4,103929,4.0,Automatic,Front,4,0,12,4,3,2,False,True,False
3136,784.0,FORD,Sedan,1,1.5,77368,4.0,Automatic,Front,12,0,8,3,3,3,False,True,False
17876,900.0,DODGE,Sedan,1,2.4,111000,4.0,Tiptronic,Front,10,0,10,3,4,2,False,True,False
13350,784.0,TOYOTA,Sedan,0,1.5,1000,4.0,Automatic,Front,6,0,12,3,3,3,False,True,False
10036,639.0,HYUNDAI,Sedan,1,2.0,349773,4.0,Automatic,Front,4,0,11,3,3,4,False,True,False
9252,919.0,MERCEDES-BENZ,Sedan,1,3.0,171221,6.0,Automatic,Rear,12,0,13,3,3,3,False,False,True
16741,836.0,SSANGYONG,Jeep,1,2.0,268065,4.0,Automatic,Front,4,0,15,7,3,5,False,True,False
11290,784.0,TOYOTA,Sedan,1,1.5,168000,4.0,Automatic,Front,2,0,19,3,3,3,False,True,False
12522,1024.0,HYUNDAI,Minivan,1,2.5,134990,4.0,Automatic,Front,4,0,15,9,3,4,False,True,False
13172,552.0,TOYOTA,Hatchback,1,1.5,156000,4.0,Variator,Front,6,0,17,2,2,3,False,True,False
14113,586.0,TOYOTA,Sedan,0,1.8,243200,4.0,Automatic,Front,6,0,15,3,3,3,False,True,False
6272,761.0,FORD,Goods wagon,0,1.8,200000,4.0,Manual,Front,4,1,21,1,1,3,False,True,False
25089,880.0,NISSAN,Jeep,0,1.6,4363,4.0,Automatic,Front,0,0,7,7,3,2,False,True,False
5488,1282.0,CHEVROLET,Jeep,1,2.0,68417,4.0,Automatic,Front,4,0,18,7,3,3,False,True,False
14740,986.0,MITSUBISHI,Jeep,0,2.4,228800,4.0,Automatic,Front,6,0,15,7,3,2,False,True,False
16621,781.0,TOYOTA,Sedan,0,2.5,177000,4.0,Tiptronic,Front,10,0,13,3,4,3,False,True,False
21012,586.0,TOYOTA,Hatchback,0,1.8,55000,4.0,Automatic,Front,12,0,12,2,3,3,False,True,False
37633,1222.5,TOYOTA,Minivan,1,3.5,184960,6.0,Tiptronic,Front,10,0,15,9,4,3,False,True,False
3607,781.0,TOYOTA,Sedan,1,2.5,156518,4.0,Automatic,Front,12,0,13,3,3,3,False,True,False
9408,764.0,NISSAN,Jeep,1,2.0,196000,4.0,Automatic,4x4,2,0,23,7,3,2,True,False,False
19444,891.0,HYUNDAI,Sedan,0,2.0,44293,8.0,Automatic,Front,8,0,9,3,3,4,False,True,False
7527,1356.0,OPEL,Universal,0,1.6,300000,4.0,Manual,Front,4,0,25,6,1,1,False,True,False
10036,761.0,TOYOTA,Hatchback,0,1.8,119000,4.0,Automatic,Front,8,0,15,2,3,3,False,True,False
24239,502.0,TOYOTA,Hatchback,1,1.5,63000,4.0,Automatic,Front,4,0,12,2,3,3,False,True,False
20385,753.0,TOYOTA,Sedan,1,2.4,157846,6.0,Variator,Front,6,0,15,3,2,3,False,True,False
39891,770.0,HYUNDAI,Jeep,1,1.7,137445,4.0,Automatic,Front,4,0,9,7,3,4,False,True,False
13485,552.0,TOYOTA,Hatchback,0,1.5,291200,4.0,Automatic,Front,8,0,17,2,3,3,False,True,False
8300,872.0,BMW,Sedan,0,2.2,158000,6.0,Tiptronic,Rear,4,0,22,3,4,3,False,False,True
21639,831.0,HYUNDAI,Sedan,1,1.6,16687,4.0,Automatic,Front,4,0,8,3,3,4,False,True,False
17876,764.0,KIA,Sedan,1,2.0,35841,4.0,Automatic,Front,4,0,10,3,3,3,False,True,False
49550,1055.0,MERCEDES-BENZ,Jeep,1,3.5,97400,6.0,Tiptronic,4x4,12,0,12,7,4,3,True,False,False
38229,877.0,HYUNDAI,Jeep,1,1.7,150377,4.0,Automatic,Front,4,0,8,7,3,4,False,True,False
10349,1018.0,BMW,Sedan,1,3.0,280000,6.0,Tiptronic,Rear,8,0,22,3,4,3,False,False,True
16621,706.0,KIA,Jeep,1,2.0,98641,4.0,Automatic,Front,4,0,14,7,3,3,False,True,False
16088,836.0,HYUNDAI,Coupe,1,2.0,100000,4.0,Automatic,Front,4,0,15,4,3,4,False,True,False
47042,1058.0,LEXUS,Jeep,1,3.5,11700,6.0,Tiptronic,4x4,16,0,13,7,4,3,True,False,False
40769,919.0,BMW,Jeep,1,3.0,162000,6.0,Automatic,4x4,0,1,17,7,3,3,True,False,False
18817,779.0,TOYOTA,Sedan,1,2.5,176000,6.0,Tiptronic,Front,6,0,12,3,4,3,False,True,False
13000,1346.0,MINI,Jeep,0,1.6,111000,4.0,Automatic,4x4,6,0,12,7,3,3,True,False,False
4077,1055.0,FORD,Jeep,1,3.5,122128,6.0,Automatic,Front,12,0,12,7,3,3,False,True,False
21326,308.0,TOYOTA,Sedan,1,1.8,74000,4.0,Automatic,Front,6,0,11,3,3,3,False,True,False
16621,530.0,HYUNDAI,Sedan,1,1.6,114000,4.0,Tiptronic,Front,8,1,12,3,4,4,False,True,False
35850,1099.0,MERCEDES-BENZ,Microbus,1,2.7,37440,5.0,Tiptronic,Rear,2,1,19,5,4,3,False,False,True
18826,531.0,HYUNDAI,Sedan,1,1.6,120334,4.0,Automatic,Front,4,0,13,3,3,4,False,True,False
32904,640.0,HYUNDAI,Jeep,1,2.0,224077,4.0,Automatic,Front,4,0,12,7,3,4,False,True,False
18503,473.0,CHEVROLET,Sedan,1,1.4,91200,4.0,Automatic,Front,12,1,11,3,3,3,False,True,False
7213,475.0,MAZDA,Hatchback,0,1.4,185000,4.0,Manual,Front,4,0,22,2,1,2,False,True,False
28423,730.0,CHEVROLET,Jeep,1,1.6,66603,4.0,Automatic,Front,4,0,9,7,3,3,False,True,False
4704,765.0,DODGE,Sedan,0,2.0,104000,4.0,Automatic,Front,0,0,23,3,3,2,False,True,False
16621,862.0,SUBARU,Jeep,0,2.5,145000,4.0,Tiptronic,4x4,12,0,14,7,4,2,True,False,False
34497,934.0,MAZDA,Jeep,1,2.5,94000,4.0,Tiptronic,4x4,6,0,11,7,4,2,True,False,False
7840,828.0,HONDA,Sedan,1,1.5,4494,4.0,Automatic,Front,12,0,5,3,3,2,False,True,False
7840,1192.0,MERCEDES-BENZ,Sedan,1,2.3,300000,4.0,Automatic,Rear,4,0,26,3,3,3,False,False,True
9408,586.0,AUDI,Sedan,1,1.8,224000,4.0,Manual,4x4,8,1,21,3,1,3,True,False,False
13485,1018.0,BMW,Sedan,1,3.0,199200,6.0,Tiptronic,Rear,5,0,21,3,4,3,False,False,True
8467,994.0,TOYOTA,Hatchback,1,1.8,0,4.0,Automatic,Front,10,0,17,2,3,3,False,True,False
17249,552.0,HONDA,Hatchback,1,1.5,125000,4.0,Variator,Front,4,0,13,2,2,2,False,True,False
13172,784.0,TOYOTA,Sedan,0,1.5,108000,4.0,Variator,Front,4,0,18,3,2,3,False,True,False
8781,784.0,NISSAN,Sedan,0,1.5,12000,4.0,Automatic,Front,2,0,20,3,3,2,False,True,False
18817,1246.0,FORD,Jeep,1,2.3,180000,4.0,Variator,4x4,12,0,18,7,2,3,True,False,False
15681,1104.0,BMW,Coupe,1,3.0,185000,6.0,Tiptronic,4x4,6,1,16,4,4,3,True,False,False
7527,583.0,CHEVROLET,Sedan,1,1.6,43221,4.0,Automatic,Front,4,0,14,3,3,3,False,True,False
43868,730.0,SSANGYONG,Jeep,1,1.6,64071,4.0,Automatic,Front,4,0,9,7,3,5,False,True,False
17249,831.0,HONDA,Jeep,0,2.4,117000,4.0,Automatic,4x4,6,0,19,7,3,2,True,False,False
24302,640.0,CHEVROLET,Jeep,1,2.0,118103,4.0,Automatic,Front,4,0,12,7,3,3,False,True,False
9408,764.0,HONDA,Jeep,0,2.0,1700,4.0,Automatic,4x4,3,0,26,7,3,2,True,False,False
5018,431.0,HYUNDAI,Sedan,1,2.0,71218,4.0,Automatic,Front,0,0,9,3,3,4,False,True,False
4861,1024.0,TOYOTA,Jeep,1,2.5,320704,4.0,Automatic,Front,12,0,15,7,3,3,False,True,False
13589,1347.0,HYUNDAI,Universal,1,2.5,252000,4.0,Automatic,Front,4,0,17,6,3,4,False,True,False
12231,761.0,FORD,Goods wagon,0,1.8,208000,4.0,Manual,Front,2,1,15,1,1,3,False,True,False
16621,1054.0,MERCEDES-BENZ,Minivan,0,2.2,188000,4.0,Manual,Rear,2,1,19,9,1,3,False,False,True
11099,966.0,CHEVROLET,Sedan,1,2.0,158267,4.0,Automatic,Front,4,0,16,3,3,3,False,True,False
7840,629.0,OPEL,Sedan,0,1.6,165000,4.0,Manual,Front,4,0,25,3,1,1,False,True,False
32311,836.0,SSANGYONG,Jeep,1,2.7,80876,4.0,Automatic,Front,4,0,13,7,3,5,False,True,False
7683,691.0,HONDA,Hatchback,0,1.3,186000,4.0,Automatic,Front,5,0,22,2,3,2,False,True,False
24148,836.0,AUDI,Jeep,1,2.0,18000,4.0,Automatic,4x4,6,1,15,7,3,3,True,False,False
21012,308.0,TOYOTA,Hatchback,0,1.5,114000,4.0,Automatic,Front,12,0,10,2,3,3,False,True,False
37476,891.0,HYUNDAI,Jeep,1,2.0,185011,4.0,Automatic,Front,4,0,9,7,3,4,False,True,False
2195,585.0,HYUNDAI,Sedan,1,1.8,141603,4.0,Automatic,Front,12,0,12,3,3,4,False,True,False
21953,781.0,TOYOTA,Sedan,1,2.5,114000,4.0,Tiptronic,Front,12,0,13,3,4,3,False,True,False
6586,259.0,CHEVROLET,Hatchback,1,1.4,112123,4.0,Automatic,Front,0,0,11,2,3,3,False,True,False
9408,639.0,VOLKSWAGEN,Sedan,1,2.0,185000,4.0,Tiptronic,Front,8,0,11,3,4,2,False,True,False
10036,843.0,TOYOTA,Hatchback,1,1.5,67000,4.0,Variator,Front,10,0,17,2,2,3,False,True,False
17562,1246.0,FORD,Jeep,1,2.3,240000,4.0,Automatic,4x4,4,0,17,7,3,3,True,False,False
22266,730.0,NISSAN,Jeep,0,1.6,95111,4.0,Tiptronic,4x4,12,1,13,7,4,2,True,False,False
10349,836.0,HYUNDAI,Sedan,1,2.0,90000,4.0,Automatic,Front,4,0,15,3,3,4,False,True,False
9800,790.0,CHEVROLET,Sedan,1,1.6,219236,4.0,Automatic,Front,4,0,16,3,3,3,False,True,False
15681,765.0,SUBARU,Sedan,0,2.0,27000,4.0,Tiptronic,4x4,10,1,21,3,4,2,True,False,False
6429,475.0,HONDA,Hatchback,0,1.4,220000,4.0,Manual,Front,2,0,24,2,1,2,False,True,False
46101,765.0,SKODA,Sedan,0,2.0,139000,4.0,Tiptronic,4x4,10,1,10,3,4,3,True,False,False
6429,641.0,KIA,Sedan,1,2.0,51232,4.0,Automatic,Front,4,0,13,3,3,3,False,True,False
12231,1222.5,NISSAN,Minivan,0,3.5,141000,6.0,Tiptronic,Rear,4,0,21,9,4,2,False,False,True
6115,1249.0,TOYOTA,Sedan,1,2.5,89064,4.0,Automatic,Front,12,0,8,3,3,3,False,True,False
24148,1286.0,VOLVO,Jeep,1,3.2,124000,6.0,Tiptronic,4x4,9,0,15,7,4,2,True,False,False
29586,639.0,HYUNDAI,Jeep,1,2.0,153935,4.0,Automatic,Front,4,0,11,7,3,4,False,True,False
6899,784.0,TOYOTA,Jeep,0,1.5,200000,4.0,Automatic,4x4,12,0,21,7,3,3,True,False,False
48108,765.0,HYUNDAI,Jeep,1,2.0,119038,4.0,Automatic,Front,4,0,10,7,3,4,False,True,False
10663,1236.0,TOYOTA,Hatchback,1,1.3,150000,4.0,Automatic,Front,12,0,14,2,3,3,False,True,False
12544,784.0,HONDA,Sedan,1,1.5,45000,4.0,Automatic,Front,6,0,13,3,3,2,False,True,False
31248,640.0,HYUNDAI,Jeep,1,2.0,89461,4.0,Automatic,Front,4,0,12,7,3,4,False,True,False
24176,501.0,TOYOTA,Hatchback,1,1.5,28000,4.0,Automatic,Front,4,0,11,2,3,3,False,True,False
21326,779.0,TOYOTA,Sedan,1,2.5,121600,4.0,Automatic,Front,6,0,12,3,3,3,False,True,False
9095,552.0,NISSAN,Hatchback,1,1.5,140000,4.0,Automatic,4x4,6,0,20,2,3,2,True,False,False
2822,765.0,DODGE,Sedan,0,2.0,112300,4.0,Automatic,Front,4,0,25,3,3,2,False,True,False
15994,753.0,AUDI,Sedan,0,2.4,160000,6.0,Automatic,Front,6,0,20,3,3,3,False,True,False
10349,552.0,TOYOTA,Hatchback,0,1.0,192000,3.0,Automatic,Front,2,0,19,2,3,3,False,True,False
26030,1055.0,KIA,Jeep,0,3.5,102000,6.0,Tiptronic,4x4,16,0,12,7,4,3,True,False,False
19757,934.0,MERCURY,Jeep,1,2.5,261000,4.0,Automatic,Front,10,0,16,7,3,3,False,True,False
47042,919.0,TOYOTA,Jeep,1,3.0,170000,6.0,Tiptronic,4x4,12,1,17,7,4,3,True,False,False
18817,586.0,TOYOTA,Hatchback,1,1.8,156000,4.0,Variator,Front,10,0,15,2,2,3,False,True,False
17700,1195.0,FORD,Microbus,0,2.2,231000,4.0,Manual,Front,1,1,18,5,1,3,False,True,False
18817,333.0,FORD,Sedan,1,2.0,204800,5.0,Automatic,Front,6,0,11,3,3,3,False,True,False
14454,583.0,HYUNDAI,Hatchback,1,1.6,188244,4.0,Automatic,Front,4,0,14,2,3,4,False,True,False
18826,836.0,SSANGYONG,Jeep,1,2.0,144879,4.0,Automatic,Front,4,0,15,7,3,5,False,True,False
14500,697.0,VOLKSWAGEN,Sedan,0,1.8,56000,4.0,Tiptronic,Front,8,1,10,3,4,2,False,True,False
14426,552.0,TOYOTA,Hatchback,0,1.5,140000,4.0,Automatic,Front,4,0,13,2,3,3,False,True,False
15063,836.0,HYUNDAI,Jeep,1,2.0,57700,4.0,Automatic,Front,4,0,15,7,3,4,False,True,False
28225,639.0,BMW,Sedan,1,2.0,56000,4.0,Tiptronic,Rear,0,1,11,3,4,3,False,False,True
15367,765.0,HYUNDAI,Sedan,1,2.0,312519,4.0,Automatic,Front,4,0,10,3,3,4,False,True,False
34184,1124.5,FORD,Goods wagon,0,2.2,147000,4.0,Manual,Front,4,1,12,1,1,3,False,True,False
27755,764.0,KIA,Sedan,1,1.7,30178,4.0,Automatic,Front,4,0,9,3,3,3,False,True,False
7500,641.0,SKODA,Hatchback,0,2.0,305000,4.0,Manual,Front,4,0,16,2,1,3,False,True,False
7370,691.0,HONDA,Hatchback,0,1.3,136000,4.0,Automatic,Front,5,0,21,2,3,2,False,True,False
29445,502.0,TOYOTA,Hatchback,1,1.5,112200,4.0,Automatic,Front,4,0,12,2,3,3,False,True,False
15681,753.0,HYUNDAI,Sedan,0,2.4,161210,6.0,Tiptronic,Front,4,0,14,3,4,4,False,True,False
11563,645.0,DAEWOO,Sedan,1,1.8,93000,4.0,Automatic,Front,4,0,14,3,3,1,False,True,False
28225,919.0,BMW,Jeep,1,3.0,221500,6.0,Tiptronic,4x4,6,1,18,7,4,3,True,False,False
10036,1268.0,TOYOTA,Hatchback,1,1.5,160000,4.0,Automatic,Front,2,0,13,2,3,3,False,True,False
22580,779.0,TOYOTA,Sedan,1,2.5,108000,4.0,Automatic,Front,12,0,12,3,3,3,False,True,False
21326,1108.0,FORD,Cabriolet,0,3.7,111431,6.0,Automatic,Rear,10,0,11,8,3,3,False,False,True
37633,1018.0,MERCEDES-BENZ,Jeep,1,3.0,111000,6.0,Tiptronic,4x4,12,1,14,7,4,3,True,False,False
8624,765.0,MERCEDES-BENZ,Sedan,0,2.0,200000,4.0,Manual,Rear,4,0,23,3,1,3,False,False,True
13328,1481.0,AUDI,Jeep,1,3.0,44642,6.0,Automatic,4x4,0,0,8,7,3,3,True,False,False
11447,308.0,LEXUS,Hatchback,1,1.8,132563,4.0,Automatic,Front,0,0,11,2,3,3,False,True,False
3136,690.0,CHEVROLET,Sedan,1,1.5,238784,4.0,Automatic,Front,12,0,9,3,3,3,False,True,False
23500,730.0,NISSAN,Jeep,1,1.6,120000,4.0,Tiptronic,4x4,8,1,12,7,4,2,True,False,False
